Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Windows,Power_Seats,Power,Torque,Odometer,Speedometer,Tachometer,Seating_Capacity,Seats_Material,Front_Track,Rear_Track,Wheels_Size,Kerb_Weight,Gross_Vehicle_Weight,Type,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty_Years,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,Basic_Warranty_Distance
Nissan,Micra,Xl (O) Cvt,662880,1198,3,12,FWD,4,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,0,5,154,Ventilated Disc,Drum,All Windows,None,77PS,104Nm,Digital,Analog,Analog,5,Fabric,,,205 / 55 R18,,,Automatic,No,Yes,No,Yes,24,Yes,Internal,251 litres,Yes,Yes,No,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,Yes,Yes,No,No,Yes,None,Multifunction Steering Wheel,No,No,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,50000
Nissan,Micra,Xv Cvt,781686,1198,3,12,FWD,4,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,0,5,154,Ventilated Disc,Drum,All Windows,None,77PS,104Nm,Digital,Analog,Analog,5,Fabric,,,225/50R17,1655 kg,,Automatic,Yes,Yes,Yes,No,24,Yes,Internal,251 litres,Yes,Yes,No,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,Yes,Manual Adjustment,No,No,No,None,No,No,Yes,None,No,No,Yes,No,No,No,No,No,,No,No,,,50000
Nissan,Micra,Xld (O),743504,1461,4,8,FWD,4,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,0,5,150,Ventilated Disc,Drum,All Windows,None,64PS,160Nm,Digital,Analog,Analog,5,Fabric,,,225/50R17,1655 kg,,Manual,No,Yes,Yes,Yes,24,Yes,Internal,251 litres,Yes,Yes,No,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,Yes,Yes,No,No,No,None,Multifunction Steering Wheel,No,Yes,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,50000
Nissan,Micra,Xvd,812964,1461,4,2,FWD,4,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,19.5,5,150,Ventilated Disc,Drum,All Windows,None,64PS,160Nm,Digital,Analog,Analog,5,Fabric,,,225/50R17,1655 kg,,Manual,Yes,Yes,Yes,No,24,Yes,Internal,251 litres,Yes,Yes,No,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,2,Rear sensors,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,Yes,Manual Adjustment,No,No,No,None,No,No,Yes,None,No,No,No,No,Yes,No,No,No,,No,No,,,50000
Mahindra,Bolero,Zlx,942263,2523,4,2,FWD,4,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,9.4,5,180,Ventilated Disc,Drum,All Windows,None,63PS,195Nm,Digital,Digital,Digital,7,Fabric,,,245/35R19,1730 kg,,Manual,No,Yes,No,No,2,No,Manual,1702 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,None,Yes,No,Yes,No,0,None,No,No,No,No,No,None,None,No,No,None,No,No,No,Yes,No,No,No,None,Yes,No,No,No,No,No,No,No,,No,No,,,0
Mahindra,Bolero,Slx,917055,2523,4,2,FWD,4,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,12.3,5,180,Ventilated Disc,Drum,All Windows,None,63PS,195Nm,Digital,Digital,Digital,7,Fabric,,,225/50R17,1655 kg,2165 kg,Manual,No,Yes,No,No,2,No,Manual,,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,None,Yes,No,Yes,No,0,None,No,No,No,No,No,None,None,No,No,None,No,No,No,Yes,No,No,No,None,Yes,No,No,No,No,No,No,No,,No,No,,,0
Mahindra,Bolero,Sle,860720,2523,4,2,FWD,4,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,12.3,5,180,Ventilated Disc,Drum,None,None,63PS,195Nm,Digital,Digital,Digital,7,Fabric,,,225/50R17,1655 kg,,Manual,No,No,No,No,2,No,Manual,,No,No,Yes,Digital,Not on offer,Yes,None,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,None,Yes,No,Yes,No,0,None,No,No,No,No,No,None,None,No,No,None,No,No,No,Yes,No,No,No,None,Yes,No,No,No,No,No,No,No,,No,No,,,0
Mahindra,Bolero,Ex,815883,2523,4,2,FWD,4,"Front, Transverse",Injection,60,Diesel,1910,4221,1745,SUV,5,9.4,5,183,Ventilated Disc,Drum,None,None,63PS,195Nm,Digital,Analog,Digital,7,Fabric,1525 mm,1520 mm,R15,,1790 kg,Manual,No,No,No,No,2,No,Manual,,No,No,Yes,Digital,Not on offer,Yes,None,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,None,Yes,No,Yes,No,0,None,No,No,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,Yes,No,No,No,No,No,No,No,,No,No,,,0
Mahindra,Bolero,Ex Non Ac,773678,2523,4,2,FWD,4,"Front, Transverse",Injection,60,Diesel,1910,4221,1745,SUV,5,9.4,5,183,Ventilated Disc,Drum,None,None,63PS,195Nm,Digital,Analog,Digital,7,Fabric,,,235/45 R18,1670 kg,,Manual,No,No,No,No,2,No,Manual,,No,No,Yes,Digital,Not on offer,Yes,None,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,5.9 meter,No,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,None,Yes,No,Yes,No,0,None,No,No,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,Yes,No,No,No,No,No,No,No,,No,No,,,0
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,5,170,Ventilated Disc,Drum,All Windows,None,89Bhp,200Nm,Digital,Analog,Analog,5,Leather,,,225/60R18,1905 kg,2395 kg,Manual,Yes,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,No,Yes,No,None,Yes,Yes,No,No,Yes,Yes,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,919689,1248,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,5,170,Ventilated Disc,Drum,All Windows,None,89Bhp,200Nm,Digital,Analog,Analog,5,Fabric,,,225/60R18,1785 kg,2395 kg,Manual,No,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,No,Yes,No,No,No,None,Multifunction Steering Wheel,No,No,None,No,Yes,No,Cup Holders,No,No,No,None,No,Yes,No,No,No,No,No,No,,No,No,,,40000
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689,1248,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,5,170,Ventilated Disc,Drum,All Windows,None,89Bhp,200Nm,Digital,Analog,Analog,5,Fabric,1641 mm,1654 mm,255/60 R18,1830 kg,2460 kg,Manual,No,Yes,Yes,Yes,2,Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,No,Yes,No,No,No,None,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,No,None,No,Yes,No,No,No,No,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689,1248,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,5,170,Ventilated Disc,Drum,All Windows,None,89Bhp,200Nm,Digital,Analog,Analog,5,Fabric,1641 mm,1654 mm,255/60 R18,1830 kg,2460 kg,Manual,Yes,Yes,Yes,Yes,2,Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Yes,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,No,None,Yes,Yes,No,No,No,Yes,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,819689,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,0,5,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Fabric,1652 mm,1643 mm,245/45R20,2962 kg,,Manual,No,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,Yes,Yes,No,No,No,None,Multifunction Steering Wheel,No,No,None,No,Yes,No,Cup Holders,No,No,No,None,No,Yes,No,No,No,No,No,No,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,0,5,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Fabric,,,245/40 R18,1875 kg,2310 kg,Manual,No,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,Yes,Yes,No,No,No,None,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,No,None,No,Yes,No,No,No,No,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,21.56,5,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Leather,1667 mm,1687 mm,265/45 R20,,2910 kg,Manual,Yes,Yes,Yes,Yes,2,Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Yes,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,No,None,No,Yes,No,No,No,No,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,0,5,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Leather,1667 mm,1687 mm,255/50 R20,2150 kg,2910 kg,Manual,Yes,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,No,No,No,None,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,980689,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,0,4,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Fabric,,,225 / 45 R18,,2445 kg,Automatic,No,Yes,Yes,Yes,2,Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,Yes,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Rear sensors,Yes,Yes,No,No,No,None,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,Cup Holders,No,Yes,No,None,No,Yes,No,No,No,No,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1058688,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,0,4,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Leather,,,,,,Automatic,Yes,Yes,Yes,Yes,2,Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,Yes,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,Yes,Yes,No,No,No,Yes,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,Cup Holders,No,Yes,No,None,No,Yes,No,No,No,No,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,1462,4,4,FWD,6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,0,4,170,Ventilated Disc,Drum,All Windows,None,103Bhp,138Nm,Digital,Analog,Analog,5,Leather,,,,,,Automatic,Yes,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,No,Yes,No,None,No,Yes,No,No,Yes,Yes,No,Yes,,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Alpha,1138189,1498,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26.82,6,170,Ventilated Disc,Drum,All Windows,None,94Bhp,225Nm,Digital,Analog,Analog,5,Leather,1579 mm,1603 mm,R18,1612 kg,2040 kg,Manual,Yes,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,Yes,Yes,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,No,Yes,No,None,Yes,Yes,No,No,Yes,Yes,No,Yes,1,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Delta,997689,1498,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26032,6,170,Ventilated Disc,Drum,All Windows,None,94Bhp,225Nm,Digital,Analog,Analog,5,Fabric,,,ZR21,1515 kg,1985 kg,Manual,No,Yes,Yes,Yes,2,Yes,"Internal, With Remote",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,Yes,No,No,Normal,Yes,No,Yes,No,Yes,Yes,No,Yes,No,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,No,Yes,No,No,No,None,Multifunction Steering Wheel,No,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,No,None,No,Yes,No,No,No,No,No,Yes,1,No,No,,,40000
Maruti Suzuki,Ciaz,1.5L Zeta,1109189,1498,4,4,FWD,4,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26.32,6,170,Ventilated Disc,Drum,All Windows,None,94Bhp,225Nm,Digital,Analog,Analog,5,Fabric,,,ZR20,1585 kg,2040 kg,Manual,Yes,Yes,Yes,Yes,2,Yes,"With Remote, Internal",510 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,Yes,No,No,Normal,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Yes,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,No,None,Yes,Yes,No,No,No,Yes,No,Yes,,No,No,,,40000
Skoda,Rapid,1.6 Mpi Ambition,998599,1598,4,4,FWD,4,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,5,163,Ventilated Disc,Drum,All Windows,None,105PS,153Nm,Digital,Analog,Analog,5,Fabric,,,255/35 R20,1752 kg,,Manual,No,Yes,Yes,Yes,3,Yes,"Internal, With Remote",460 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Rear sensors,Yes,Yes,No,No,No,None,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,No,Yes,No,Yes,No,No,No,None,No,Yes,No,No,Yes,No,No,No,,No,No,,,0
Skoda,Rapid,1.5 Tdi Cr Active,1006139,1498,4,4,FWD,4,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,14.5,5,163,Ventilated Disc,Drum,All Windows,None,110PS,250Nm,Digital,Analog,Analog,5,Fabric,,,R20,1530 kg,,Manual,No,Yes,No,No,3,No,"With Remote, Internal",460 litres,No,Yes,Yes,,Front & Rear,No,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),No,Internal,Digital,Manual,Analog,Yes,5.3 meter,No,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,None,None,No,No,None,No,Yes,No,Yes,No,No,No,None,Yes,Yes,No,No,No,No,No,No,,No,No,,,0
Skoda,Rapid,1.6 Mpi Active,881916,1598,4,4,FWD,4,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,5,163,Ventilated Disc,Drum,All Windows,None,105PS,153Nm,Digital,Analog,Analog,5,Fabric,1589 mm,1613 mm,R20,1990 kg,2081 kg,Manual,No,Yes,No,No,3,No,"With Remote, Internal",460 litres,No,Yes,Yes,,Front & Rear,No,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),No,Internal,Digital,Manual,Analog,Yes,5.3 meter,No,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,None,None,No,No,None,No,Yes,No,Yes,No,No,No,None,No,Yes,No,No,No,No,No,No,,No,No,,,0
